{WebName},{DateRead},{open},{close},{high},{low},{AnalyzedOne},{AnalyzedTwo},{AnalyzedTwoPer},{signalType},{signalResult},{profitPer},{dateClose},{lossCut},{profitCut}
VXX.HIS,22/3/2018,44.45,47.47,47.83,43.32,1,0,69.20582,Short,Miss,-0.07,28/3/2018,0,0
VXX.HIS,21/3/2018,41.98,41.95,42.27,39.53,1,0,59.85487,Short,Miss,-0.07,22/3/2018,0,0
VXX.HIS,2/3/2018,49.61,44.99,50.68,44.96,-1,0,74.20705,Short,Hit,0.1281344,12/3/2018,0,0
VXX.HIS,9/2/2018,50.55,50.03,56.5,48.61,-1,0,79.68691,Short,Hit,0.2235265,15/2/2018,0,0
VXX.HIS,6/2/2018,54.27,42.88,54.97,42.68,-1,0,81.36452,Short,Miss,-0.07,8/2/2018,0,0
VXX.HIS,5/2/2018,34.64,43.94,44.6,32.26,-1,0,79.16949,Short,Miss,-0.1903446,6/2/2018,0,0
VXX.HIS,2/2/2018,29.87,32.92,33.54,29.87,-1,0,69.01514,Short,Miss,-0.07,5/2/2018,0,0
VXX.HIS,31/1/2018,29.94,29.96,30.87,29.51,-1,0,80.08344,Short,Miss,-0.07,2/2/2018,0,0
VXX.HIS,29/12/2017,27.33,27.92,28.04,27.33,-1,0,32.18163,Short,Hit,0.06240484,9/1/2018,0,0
VXX.HIS,6/12/2017,32.86,32.41,32.99,32.25,-1,0,27.99482,Short,Hit,0.1129807,14/12/2017,0,0
VXX.HIS,15/11/2017,36.2,36.51,37.1,35.69,-1,0,72.64452,Short,Hit,0.1539191,24/11/2017,0,0
VXX.HIS,9/11/2017,34.85,34,35.91,33.95,-1,0,19.82643,Short,Miss,-0.07,15/11/2017,0,0
VXX.HIS,25/9/2017,41.34,41.28,42.54,40.79,-1,0,11.71138,Short,Hit,0.07921565,3/10/2017,0,0
VXX.HIS,7/9/2017,47.52,47.36,48.32,47,-1,0,40.76875,Short,Hit,0.1060252,15/9/2017,0,0
VXX.HIS,21/8/2017,52.8,51.08,53.96,50.92,-1,0,70.93403,Short,Hit,0.06705667,29/8/2017,0,0
VXX.HIS,11/8/2017,53.56,54.64,56.28,51.84,-1,0,84.82111,Short,Hit,0.06969455,21/8/2017,0,0
VXX.HIS,1/8/2017,44.28,44.2,44.64,44.04,-1,0,29.5262,Short,Miss,-0.07,9/8/2017,0,0
VXX.HIS,3/7/2017,50.2,51.6,51.76,49.88,-1,0,34.17938,Short,Hit,0.04116217,12/7/2017,0,0
VXX.HIS,22/6/2017,51.04,50.64,51.4,50.36,-1,0,20.58886,Short,Miss,-0.07,29/6/2017,0,0
VXX.HIS,12/4/2017,71.4,71.68,72.48,70.4,-1,0,95.19275,Short,Hit,0.04186042,21/4/2017,0,0
VXX.HIS,23/3/2017,66.6,68.32,68.64,65.12,-1,0,65.98008,Short,Hit,0.08169728,31/3/2017,0,0
VXX.HIS,20/3/2017,63.16,63.24,63.36,62.4,-1,0,8.701947,Short,Miss,-0.07,23/3/2017,0,0
VXX.HIS,8/3/2017,68.16,69.24,69.6,67.48,-1,0,12.42948,Short,Hit,0.08187497,16/3/2017,0,0
VXX.HIS,24/2/2017,75.88,72.36,76.24,72.08,-1,0,64.09534,Short,Hit,0.05113313,6/3/2017,0,0
VXX.HIS,1/2/2017,76.12,76.4,77.32,75.4,-1,0,16.6741,Short,Hit,0.03131749,9/2/2017,0,0
VXX.HIS,19/1/2017,84.64,86.16,86.92,84.4,-1,0,20.81593,Short,Hit,0.1354772,27/1/2017,0,0
VXX.HIS,10/1/2017,87.2,87.6,88.84,86.52,-1,0,9.455142,Short,Hit,0.01671303,19/1/2017,0,0
VXX.HIS,30/12/2016,98.96,102.04,103.16,98.92,-1,0,60.78721,Short,Hit,0.1648402,10/1/2017,0,0
VXX.HIS,2/12/2016,116.48,115.88,117.12,112.6,-1,0,55.15219,Short,Hit,0.1069927,12/12/2016,0,0
VXX.HIS,2/11/2016,141.24,143.68,145.08,140.48,-1,0,85.00785,Short,Hit,0.1169154,10/11/2016,0,0
VXX.HIS,27/10/2016,124.08,128.16,128.8,123.96,-1,0,20.89578,Short,Miss,-0.07,1/11/2016,0,0
VXX.HIS,18/10/2016,135.68,134,136.72,133.64,-1,0,50.76451,Short,Hit,0.0645059,26/10/2016,0,0
VXX.HIS,13/9/2016,151.04,164.32,169.64,150.52,-1,0,76.87506,Short,Hit,0.185228,21/9/2016,0,0
VXX.HIS,25/8/2016,150.4,147.96,150.64,146.16,-1,0,35.2131,Short,Hit,0.06293111,2/9/2016,0,0
VXX.HIS,2/8/2016,162.08,166.24,171.36,160.96,-1,0,14.31734,Short,Hit,0.109154,10/8/2016,0,0
VXX.HIS,25/7/2016,177.6,177.76,184.64,176.32,-1,0,17.88306,Short,Hit,0.06929734,2/8/2016,0,0
VXX.HIS,28/6/2016,258.56,241.6,258.88,240.48,-1,0,66.50671,Short,Hit,0.1570881,7/7/2016,0,0
VXX.HIS,13/6/2016,240.32,264.32,264.8,234.56,-1,0,79.75756,Short,Hit,0.1346154,21/6/2016,0,0
VXX.HIS,19/5/2016,253.44,250.56,263.52,249.76,-1,0,47.39789,Short,Hit,0.1523179,27/5/2016,0,0
VXX.HIS,5/5/2016,262.4,267.36,271.68,261.12,-1,0,63.14363,Short,Hit,0.0663688,13/5/2016,0,0
VXX.HIS,27/4/2016,257.12,246.08,258.4,243.36,-1,0,17.43495,Short,Miss,-0.07,29/4/2016,0,0
VXX.HIS,6/1/2016,352.8,340.64,352.96,339.84,-1,0,63.52942,Short,Miss,-0.07,7/1/2016,0,0
VXX.HIS,22/12/2015,321.28,315.84,325.76,312.16,-1,0,35.15312,Short,Miss,-0.01791048,31/12/2015,0,0
VXX.HIS,11/12/2015,341.44,373.12,379.68,337.76,-1,0,87.15692,Short,Hit,0.2,16/12/2015,0,0
VXX.HIS,10/12/2015,321.76,324.48,328,312.8,-1,0,74.33428,Short,Miss,-0.07,11/12/2015,0,0
