Date,DailyProfit,ActiveSignals
13/11/2015 00:00:00,0,1
09/12/2015 00:00:00,-2.1,2
07/01/2016 00:00:00,-2.1,2
11/04/2016 00:00:00,6,2
28/04/2016 00:00:00,-2.1,2
10/06/2016 00:00:00,-2.1,2
24/06/2016 00:00:00,6,2
09/09/2016 00:00:00,-2.1,2
12/10/2016 00:00:00,1.942379,2
31/10/2016 00:00:00,-2.1,2
02/11/2016 00:00:00,3.507461,2
28/12/2016 00:00:00,3.375511,2
15/02/2017 00:00:00,-2.467053,2
28/02/2017 00:00:00,1.923745,2
22/03/2017 00:00:00,1.874999,2
10/04/2017 00:00:00,-2.1,2
12/04/2017 00:00:00,0,1
17/05/2017 00:00:00,5.255476,2
10/08/2017 00:00:00,-0.02255691,2
09/10/2017 00:00:00,2.645031,2
29/12/2017 00:00:00,1.872145,2
29/01/2018 00:00:00,-2.1,2
02/02/2018 00:00:00,-2.1,2
22/03/2018 00:00:00,-2.1,2
30/07/2018 00:00:00,3.810188,2
13/08/2018 00:00:00,2.207966,2
10/10/2018 00:00:00,-2.1,2
17/12/2018 00:00:00,-2.1,2
21/12/2018 00:00:00,-2.1,2
