date,close,high,low,open,volume,,,,,,
26/08/2011,5129.92,5149.51,0,5131.1,103744536,,0,,0,0,0
25/08/2011,5131.1,5254.17,0,5205.85,112858928,,0,,0,0,0
24/08/2011,5205.85,5250.59,5098.14,5129.42,909123456,,0,,0,0,0
23/08/2011,5129.42,5193.17,5076.74,5095.3,904652288,,0,,0,0,0
22/08/2011,5095.3,5182.98,4993.34,5040.76,857259968,,0,,0,0,0
19/08/2011,5040.76,5107.91,0,5092.23,154715200,,0,,0,0,0
18/08/2011,5092.23,5331.6,0,5331.6,118541704,,0,,0,0,0
17/08/2011,5331.6,5371.08,5279.93,5357.63,679948224,,0,,0,0,0
16/08/2011,5357.63,5362.15,5265.83,5350.58,725087488,,0,,0,0,0
15/08/2011,5350.58,5377.23,5319.38,5320.03,695636352,,0,,0,0,0
12/08/2011,5320.03,5320.03,0,5162.83,102450512,,0,,0,0,0
11/08/2011,5162.83,5172.66,0,5007.16,145512640,,0,,0,0,0
10/08/2011,5007.16,5262.72,0,5164.92,164974624,,0,,0,0,0
09/08/2011,5164.92,5175.6,0,5068.95,203908496,,0,,0,0,0
08/08/2011,5068.95,5295.78,0,5246.99,157638944,,0,,0,0,0
05/08/2011,5246.99,5393.14,0,5393.14,204656928,,0,,0,0,0
04/08/2011,5393.14,5644.05,0,5584.51,142845696,,0,,0,0,0
03/08/2011,5584.51,5718.39,0,5718.39,109434672,,0,,0,0,0
02/08/2011,5718.39,5778.92,5705.34,5774.43,995746752,,0,,0,0,0
01/08/2011,5774.43,5913.46,5767.06,5815.19,866071040,,0,,0,0,0
29/07/2011,5815.19,5873.21,0,5873.21,101500328,,0,,0,0,0
28/07/2011,5873.21,5882.56,5801.58,5856.58,753571072,,0,,0,0,0
27/07/2011,5856.58,5932,5841.03,5929.73,777353344,,0,,0,0,0
26/07/2011,5929.73,5951.34,5895.58,5925.26,631694528,,0,,0,0,0
25/07/2011,5925.26,5938.55,5892.64,5935.02,645910912,,0,,0,0,0
22/07/2011,5935.02,5966.84,5899.89,5899.89,874525248,,0,,0,0,0
21/07/2011,5899.89,5934.28,0,5853.82,105105408,,0,,0,0,0
20/07/2011,5853.82,5856.36,5789.99,5789.99,900376320,,0,,0,0,0
19/07/2011,5789.99,5801.99,5752.81,5752.81,912095936,,0,,0,0,0
18/07/2011,5752.81,5843.66,5752.81,5843.66,848623040,,0,,0,0,0
15/07/2011,5843.66,5863.57,5805.99,5846.95,693411520,,0,,0,0,0
14/07/2011,5846.95,5906.43,5841.17,5906.43,715968128,,0,,0,0,0
13/07/2011,5906.43,5911,5850.96,5868.96,830812928,,0,,0,0,0
12/07/2011,5868.96,5929.16,0,5929.16,108650968,,0,,0,0,0
11/07/2011,5929.16,5998.58,5900.75,5990.58,854847040,,0,,0,0,0
08/07/2011,5990.58,6084.08,5981.73,6054.55,781326400,,0,,0,0,0
07/07/2011,6054.55,6071.67,6002.92,6002.92,834549696,,0,,0,0,0
06/07/2011,6002.92,6026.48,5973.82,6024.03,817116288,,0,,0,0,0
05/07/2011,6024.03,6036.31,6011.07,6017.54,656222336,,0,,0,0,0
04/07/2011,6017.54,6030.82,5985.69,5989.76,469993632,,0,,0,0,0
01/07/2011,5989.76,5999.04,5936.96,5945.71,871319552,,0,,0,0,0
30/06/2011,5945.71,5945.71,0,5855.95,122108448,,0,,0,0,0
29/06/2011,5855.95,5860.92,5766.88,5766.88,908814784,,0,,0,0,0
28/06/2011,5766.88,5795.1,5722.34,5722.34,810367104,,0,,0,0,0
27/06/2011,5722.34,5728.43,5679.6,5697.72,836747008,,0,,0,0,0
24/06/2011,5697.72,5768.54,0,5674.38,103739248,,0,,0,0,0
23/06/2011,5674.38,5772.99,5663.3,5772.99,893970624,,0,,0,0,0
22/06/2011,5772.99,5789.12,5741.82,5775.31,756880576,,0,,0,0,0
21/06/2011,5775.31,5778.07,5692.97,5693.39,745714752,,0,,0,0,0
20/06/2011,5693.39,5714.94,5647.23,5714.94,746606336,,0,,0,0,0
17/06/2011,5714.94,5733.2,0,5698.81,121542272,,0,,0,0,0
16/06/2011,5698.81,5742.55,0,5742.55,104011448,,0,,0,0,0
15/06/2011,5742.55,5803.35,5742.55,5803.13,807145280,,0,,0,0,0
14/06/2011,5803.13,5822.6,5773.46,5773.46,811563008,,0,,0,0,0
13/06/2011,5773.46,5793.84,5763.42,5765.8,643227264,,0,,0,0,0
10/06/2011,5765.8,5866.95,5758.33,5856.34,786839168,,0,,0,0,0
09/06/2011,5856.34,5861.17,5795,5808.89,854850752,,0,,0,0,0
08/06/2011,5808.89,5864.65,5791.8,5864.65,848385088,,0,,0,0,0
07/06/2011,5864.65,5890.58,5849.23,5863.16,792266752,,0,,0,0,0
06/06/2011,5863.16,5881.06,5827.51,5855.01,650699776,,0,,0,0,0
03/06/2011,5855.01,5868.19,5802.67,5847.92,840519808,,0,,0,0,0
02/06/2011,5847.92,5928.61,5847.92,5928.61,980195264,,0,,0,0,0
01/06/2011,5928.61,5995.22,5911.68,5989.99,832047232,,0,,0,0,0
31/05/2011,5989.99,6009.98,5938.87,5938.87,967043328,,0,,0,0,0
27/05/2011,5938.87,5951.37,5880.99,5880.99,799337728,,0,,0,0,0
26/05/2011,5880.99,5910.77,5866.67,5870.14,868336704,,0,,0,0,0
25/05/2011,5870.14,5881.18,5810.46,5858.41,916829248,,0,,0,0,0
24/05/2011,5858.41,5884.66,5835.89,5835.89,985312192,,0,,0,0,0
23/05/2011,5835.89,5948.49,5833.44,5948.49,853749120,,0,,0,0,0
20/05/2011,5948.49,6017.56,5927.74,5955.99,897899584,,0,,0,0,0
19/05/2011,5955.99,6003.92,5923.49,5923.49,849895872,,0,,0,0,0
18/05/2011,5923.49,5934.51,5860.65,5861,702325376,,0,,0,0,0
17/05/2011,5861,5942.81,5861,5923.69,756848896,,0,,0,0,0
16/05/2011,5923.69,5936.19,5862.16,5925.87,686694144,,0,,0,0,0
13/05/2011,5925.87,6001.33,5919.91,5944.96,705255040,,0,,0,0,0
12/05/2011,5944.96,5976.44,5882.39,5976,868796416,,0,,0,0,0
11/05/2011,5976,6040.24,5965.26,6018.89,823139328,,0,,0,0,0
10/05/2011,6018.89,6023.11,5940.06,5942.69,835132672,,0,,0,0,0
09/05/2011,5942.69,5999.9,5922.23,5976.77,803357184,,0,,0,0,0
06/05/2011,5976.77,5984.92,0,5919.98,116211216,,0,,0,0,0
05/05/2011,5919.98,6009.1,0,5984.07,159740976,,0,,0,0,0
04/05/2011,5984.07,6083.84,0,6082.88,100287704,,0,,0,0,0
03/05/2011,6082.88,6103.73,6050.71,6069.9,809722112,,0,,0,0,0
28/04/2011,6069.9,6091.75,6051.04,6068.16,741067968,,0,,0,0,0
27/04/2011,6068.16,6089.4,6045.87,6069.36,707283776,,0,,0,0,0
26/04/2011,6069.36,6070.59,6006.95,6018.3,553639296,,0,,0,0,0
21/04/2011,6018.3,6049.37,6005.76,6022.26,739316928,,0,,0,0,0
20/04/2011,6022.26,6033.79,5896.87,5896.87,706493184,,0,,0,0,0
19/04/2011,5896.87,5922.21,5870.08,5870.08,625044032,,0,,0,0,0
18/04/2011,5870.08,5997.46,5858.32,5996.01,872742400,,0,,0,0,0
15/04/2011,5996.01,5996.76,5963.55,5963.8,771907072,,0,,0,0,0
14/04/2011,5963.8,6010.48,5943.75,6010.44,667918272,,0,,0,0,0
13/04/2011,6010.44,6043.36,5964.47,5964.47,700979392,,0,,0,0,0
12/04/2011,5964.47,6053.63,5958.28,6053.44,759467904,,0,,0,0,0
11/04/2011,6053.44,6070.78,6044.52,6055.75,659854720,,0,,0,0,0
08/04/2011,6055.75,6066.39,6007.37,6007.37,607115392,,0,,0,0,0
07/04/2011,6007.37,6053.12,6007.37,6041.13,710449984,,0,,0,0,0
06/04/2011,6041.13,6056.37,6007.06,6007.06,810707008,,0,,0,0,0
05/04/2011,6007.06,6026.3,5989.05,6016.98,714605824,,0,,0,0,0
04/04/2011,6016.98,6035.12,5987.7,6009.92,683415040,,0,,0,0,0
01/04/2011,6009.92,6014.77,5908.76,5908.76,921016640,,0,,0,0,0
31/03/2011,5908.76,5972.8,0,5948.3,103442496,,0,,0,0,0
30/03/2011,5948.3,5970.98,5932.17,5932.17,872031040,,0,,0,0,0
29/03/2011,5932.17,5932.73,5879.9,5904.49,669497152,,0,,0,0,0
28/03/2011,5904.49,5922.99,5900.6,5900.76,526577760,,0,,0,0,0
25/03/2011,5900.76,5918.73,5878.22,5880.87,664221888,,0,,0,0,0
24/03/2011,5880.87,5888.7,5780.41,5795.88,828355712,,0,,0,0,0
23/03/2011,5795.88,5802.44,5731.4,5762.71,910207808,,0,,0,0,0
22/03/2011,5762.71,5813.81,5742.62,5786.09,686659072,,0,,0,0,0
21/03/2011,5786.09,5798.78,5718.13,5718.13,764086912,,0,,0,0,0
18/03/2011,5718.13,5758.17,0,5696.11,137947152,,0,,0,0,0
17/03/2011,5696.11,5707.68,5598.23,5598.23,931850432,,0,,0,0,0
16/03/2011,5598.23,5720.92,0,5695.28,112402424,,0,,0,0,0
15/03/2011,5695.28,5775.24,0,5775.24,127031496,,0,,0,0,0
14/03/2011,5775.24,5842.04,5769.04,5828.67,830598208,,0,,0,0,0
11/03/2011,5828.67,5845.29,5796.44,5845.29,777919808,,0,,0,0,0
10/03/2011,5845.29,5937.3,5833.23,5937.3,950808384,,0,,0,0,0
09/03/2011,5937.3,5979.33,5922.66,5974.76,744541056,,0,,0,0,0
08/03/2011,5974.76,5999.93,5911,5973.78,813285632,,0,,0,0,0
07/03/2011,5973.78,6043.12,5967.68,5990.39,651065408,,0,,0,0,0
04/03/2011,5990.39,6052.08,5983.21,6005.09,729247552,,0,,0,0,0
03/03/2011,6005.09,6017.08,5914.89,5914.89,811030144,,0,,0,0,0
02/03/2011,5914.89,5941.82,5865.92,5935.76,891083520,,0,,0,0,0
01/03/2011,5935.76,6040.43,5927.43,5994.01,898036672,,0,,0,0,0
28/02/2011,5994.01,6022.33,5963.58,6001.2,956595648,,0,,0,0,0
25/02/2011,6001.2,6011.5,5919.98,5919.98,836550208,,0,,0,0,0
24/02/2011,5919.98,5936.68,5860.95,5923.53,939695040,,0,,0,0,0
23/02/2011,5923.53,5996.76,5915.52,5996.76,897134848,,0,,0,0,0
22/02/2011,5996.76,6028.56,5926.55,6014.8,769147456,,0,,0,0,0
21/02/2011,6014.8,6105.77,6013.14,6082.99,629790592,,0,,0,0,0
18/02/2011,6082.99,6096.78,6048.83,6087.38,802222976,,0,,0,0,0
17/02/2011,6087.38,6101.42,0,6085.27,102216904,,0,,0,0,0
16/02/2011,6085.27,6095.76,6033.51,6037.08,859535232,,0,,0,0,0
15/02/2011,6037.08,6072.07,6023.77,6060.09,875930176,,0,,0,0,0
14/02/2011,6060.09,6091.48,6042.1,6062.9,636741376,,0,,0,0,0
11/02/2011,6062.9,6071.4,5973.44,6020.01,822822592,,0,,0,0,0
