date,close,high,low,open,volume
14/04/2016,12068.4,12068.4,12068.4,12068.4,0
13/04/2016,12128.2,12128.2,12128.2,12128.2,0
12/04/2016,11909.3,11909.3,11909.3,11909.3,0
11/04/2016,11909.1,11909.1,11909.1,11909.1,0
08/04/2016,11913.7,11913.7,11913.7,11913.7,0
07/04/2016,11755.5,11755.5,11755.5,11755.5,0
06/04/2016,11838.8,11838.8,11838.8,11838.8,0
05/04/2016,11743.8,11743.8,11743.8,11743.8,0
04/04/2016,11969.6,11969.6,11969.6,11969.6,0
01/04/2016,11928.4,11928.4,11928.4,11928.4,0
30/03/2016,12105.3,12105.3,12105.3,12105.3,0
23/03/2016,11964.7,11964.7,11964.7,11964.7,0
22/03/2016,11802.8,11802.8,11802.8,11802.8,0
21/03/2016,11877.9,11877.9,11877.9,11877.9,0
18/03/2016,11871.7,11871.7,11871.7,11871.7,0
17/03/2016,11834.5,11834.5,11834.5,11834.5,0
16/03/2016,11874.6,11874.6,11874.6,11874.6,0
15/03/2016,11765.8,11765.8,11765.8,11765.8,0
14/03/2016,11845.2,11845.2,11845.2,11845.2,0
11/03/2016,11703.8,11703.8,11703.8,11703.8,0
10/03/2016,11314.4,11314.4,11314.4,11314.4,0
09/03/2016,11502.8,11502.8,11502.8,11502.8,0
08/03/2016,11462.1,11462.1,11462.1,11462.1,0
07/03/2016,11625.7,11625.7,11625.7,11625.7,0
04/03/2016,11683.9,11683.9,11683.9,11683.9,0
03/03/2016,11601.8,11601.8,11601.8,11601.8,0
02/03/2016,11617.5,11617.5,11617.5,11617.5,0
01/03/2016,11704.8,11704.8,11704.8,11704.8,0
29/02/2016,11472.55,11472.55,11472.55,11472.55,0
26/02/2016,11342.21,11342.21,11342.21,11342.21,0
25/02/2016,11236.91,11236.91,11236.91,11236.91,0
24/02/2016,10996.88,10996.88,10996.88,10996.88,0
23/02/2016,11259.6,11259.6,11259.6,11259.6,0
22/02/2016,11419.21,11419.21,11419.21,11419.21,0
19/02/2016,11245.2,11245.2,11245.2,11245.2,0
